[피싱범] 안녕하세요 사건번호 2019형제 1186호 조사 진행중입니다.,[피싱범] 담당자 이학 수사관이십니다. 성실히 조사 참여 부탁드립니다.,[피싱범] 찾아오시는 길 서울특별시 송파구 정의로30 서울동부지방검찰청 3층 312호실 김승민 검사,,,,,,,,,,,,
[피싱범] 이모~,[피해자] 왜?,[피싱범] 잘지내시죠 이모,[피해자] 그럼ㅋ,[피싱범] 이모 바쁘세요?,[피해자] 아니~왜?,[피싱범] 다름이 아니라 지금 급히 돈 보낼곳있는데 보안카드 집에 두고 나와서 이체가 안돼서 그래요 가능하시면 대신 이체 좀 해주시면 안될까요? 돈은 4시 전으로 보내드릴게요,[피해자] 통화하자. 운전중.. 너가해,[피싱범] 보이스톡 해요 부재중 폰 수리중이라 피씨로 카톡하고 있어요 보이스톡 해요 피씨라 안되나 보네요 이모~,[피해자] 얼마가 필요한데?,[피싱범] 195만,[피해자] 넘 많다. 내가 그 돈이 어디있겠니?,[피싱범] 헐;; 195만 아니고 95마누ㅜ 잘못 보냈어요,[피해자] 알았어. 마련해볼게 근데 너 이렇게 많은 돈이 왜필요해?,[피싱범] 잠깐 돌려쓸일일 있어서 그래요 이모~ 3시간 정도만 돌려쓰면 되요
[피싱범] 큰어머니~ 계세요?,[피해자] ??,[피싱범] 머하세요?,[피해자] 요리하는 중인데?? 무슨일이야?,[피싱범] 아네~ 그게.. 실은 저 부탁하나 하려고 톡 드렸어요 저 지금 전화할 상황이 아니라서 톡 드린거에요~,[피해자] 어렵게 생각하지 말고 편하게 얘기해봐..,[피싱범] 실은 제가 급하게 송금할 곳이 있는데요. 제꺼 통장 공인인증때문에 할 수가 없네요ㅠ 그래서 말인데요~ 여유되시면 큰어머니가 저대신 먼저 좀 해주시면 안될까요?,,,,,,,,
[피싱범] 삼촌!,[피싱범] 저 취업 기념 추석 선물로 친척들께 상품권 드리고 있어요!,[피해자] 오 ㅋㅋ 우리 조카 다 컸네,[피싱범] 이거 링크 들어가시면 모바일 상품권 쓸 수 있어요!,,,,,,,,,,,
[피해자] 네 정산 마무리되면 전액 환급되는거 맞죠?,[피해자] 제가 한번 크게 사기를 당해서 맘이 안놓이네요ㅠㅠㅠ,[피싱범] 확실합니다 고객님 그래서 금일 진행을 마무리하는게 본인 마음이 편하시겠다고 이야기를 드린겁니다 고객님,[피해자] 1748만원만 입금하면 마무리 되는거죠?,[피싱범] 네 고객님 물론입니다,[피해자] 내일 오전10시쯤 문자 보낼게요 오늘 하루 수고 많으셨습니다 내일 뵐게요,,,,,,,,,
[피해자] 해결했어?,[피싱범] 아빠 오후에 마지막 인증 한번만 더 받으면 되요,[피해자] 핸드폰 새로 안사?,[피싱범] 아직은 새거 필요없어요 좀 더쓰다가 새거로 바꾸려구요,[피해자] 32만원 입금했나? 보험에서 인터넷뱅킹,[피싱범] 아빠 보험처리 이제 다햇어요 5일안으로 보험금 지불한다네요 감사합니다,[피해자] 수고했다,,,,,,,,
[피싱범] 시간이 너무 걸립니다 되는만큼 달라고 하시고 나머진 수표로 달라고 하세요 은행직원이 언성높이시면 더 언성높이세요 카톡 확인하세요,[피해자] 지금 세탁규정 얘기하면서 천만원이상 출금되는 은행이 아무곳도 없다고,[피싱범] 더 얘기마세요 백프로 문제있습니다 되는만큼 하시고 수표로 받고 나오세요,,,,,,,,,,,,
[피싱범] 엄마 바뻐? 나 폰 망가져서 수리센터에 맡기고 컴터로 잠시 톡하고있어 보이스톡 해요 마이크 연결이 안대 톡으로 얘기해 머하고 있어 바빠?,[피해자] 아니.논다,[피싱범] 어제 친한선배한테서 결제부탁을 받고 결제받았거든 폰땜ㅁ에 보낼수가 없어 그래ㅠㅠ,[피해자] 폰 언제찾노,[피싱범] 엄마가 나 대신 먼저좀 보내줄래 나 폰찾고 다시 넣어줄께,[피해자] 어떡해야돼?,[피싱범] 금액이 좀커 637만원이야 지금바로 해줄수 잇지,,,,,,,,
[피싱범] 네 잠시만 기다려주세요. 카카오톡에서 본인확인문자가 가셨을겁니다.,[피해자] 네,[피싱범] 네 확인 도와드리겠습니다 말씀해주세요.,[피해자] il5y9j8vhd2,[피싱범] 숫자로 가셨을겁니다.,[피해자] 880496,[피싱범] 네 잠시만 기다려주세요.,[피해자] ? 인증이 취소됏다는데,[피싱범] 잠시 대기 부탁드립니다!,[피해자] 근데 이거 뭐하는거에요,[피싱범] 접속중이신 ip가 중국으로 조회가 되시더라구요,[피해자] 지금요?,,,
[피싱범] 아빠~ 바뻐?,[피해자] 연습지금 끝났어 보이스톡 해요 응답 없음,[피싱범] 아빠 나 폰이 고장나서 통화가 안돼 ㅠㅠ,[피해자] 무슨일?,[피싱범] 아빠 미안한데 부탁하나 해도 될까?,[피해자] 해도됨 뭔데?,[피싱범] 나 일땜에 급히 이체를 해야하는데 폰땜에 인증이 안되서 못하고 있어 ㅠㅠ,[피싱범] 미안한데 아빠 대신 먼저 이체 해줄 수 있어? 지금 급히 98만 2천 이체를 해야하는데… 오후에 아빠한테 보내드릴게,[피싱범] 아빠 해줄 수 없어?,[피해자] 니 계좌로 송금했음,,,,,
[피싱범] 바뻐?,[피해자] 아닝,[피싱범] 야 너 잔고여유돼?,[피해자] 폰번호 바뀜?,[피싱범] 부탁 좀하게 어,[피해자] 얼마?,[피싱범] 90정도,[피해자] 왱,[피싱범] 뭐좀 구매했는데 이체하다가 계좌오류생겨서 이체가 안되넹 너 잔고 여유되면 90만원만 송금해줘,[피해자] ㅇㅇ 계좌불러,[피싱범] 오후 3시전으로 보낼게 알았어 기업 418044505030 이쪽으로 90만원만 보내줘,[피해자] 계좌번호 확인해봐,[피싱범] 왜?,[피해자] 해당계좌가 없다고 나옴,[피싱범] 잠만 확인하고 다시 보낼게
[피싱범] 문자로 하지 말고 여기로 이제 대화해줘^^,[피해자] 엉,[피싱범] 엄마 이거 신청하는 과정이 많아서 1시간에서 2시간정도 소요될것같아 그동안 엄마 핸드폰 이대로 놔두면됌,[피해자] 알써,[피싱범] 내가 알아서 가입하고 마무리되면 톡할게 엄마 홈 화면 잠금하면 안돼,,,,,,,,,,
[피싱범] 보호조치 센터'입니다. 궁금한 내용이 있으면 메시지를 입력해주세요. 지금은 상담시간이 아닙니다. 내일 상담시간에 문의주시면 해결 도와드리겠습니다. 더 이상 채팅을 원치 않으시면 채팅목록에서 '채팅방 나가기'를 해주세요,[피해자] 비정상적 로그인 감지 메일 받고 연락드립니다 118.112.16.156에서 로그인시도 됐다고 하는데 해당 아이피로 로그인이 성공 된건가요?,[피싱범] '보호조치 센터' 채널을 추가해 주셔서 감사합니다. 앞으로 다양한 소식과 혜택/정보를 메시지로 받으실 수 있습니다. 채널 추가 일시(한국시간 기준): 2021년 09월 13일 23:13 수신 거부: 홈>채널 차단,[피해자] 비 정상적인 로그인시도 안내,"[피싱범] 네 안녕하세요 고객님, 비정상적인 로그인 감지는 개인정보유출피해, 피싱 등등의 이유로 발생하시게 되는데요. 본인이 직접 로그인을 시도한 게 아니신데 로그인시도가 감지되신건가요?",[피해자] 메일이 와있어서 문의하라고 나와있더라구요 시도만 있었고 로그인은 아니었던건지 문의드립니다. 비번은 제가 바꿨습니다.,[피싱범] 네 잘하셨어요,,,,,,,,
[피싱범] 네 고객님 확인 도와드리겠습니다. 현재 여러가지 이유로 비정상적인 로그인시도가 감지되 셔서 많이 놀라셨을텐데요. 먼저 본인확인을 위해 현재 카카오계정에 등록되신 휴대 폰번호 입력 부탁드립니다. 네 확인 되었습니다. 현재 가입하신 카카오계정의 개인정보유출로인한 비정 상적인 로그인시도가 감지된것으로 보아 기존에 사용하 셨던 카카오계정 비밀번호가 유출되었을 가능성이 높아 보이니 기존에 사용중이던 카카오계정 비밀번호를 입력 해주시면 확인절차 도와드리겠습니다. 확인절차 진행 완료후 카카오계정의 비밀번호는 임의적 으로 변경된 후 입력해주신 휴대폰번호 메세지로 전달 받으시게되십니다. 이후 카카오이용자 고객님 본인만 아실 수 있는 카카오 계정 비밀 번호로 재설정하여 안전한 카카오이용 부탁드 리겠습니다.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
