[피싱범] [오후 6:26] 서울지검 박병희 검사입니다. 당신 명의 계좌가 범행에 사용된 것으로 확인되었습니다. 중구에 43세 김인수씨와 아는 사이인가요?,[피해자] [오후 6:26] 아니요 처음 듣는 이름입니다,[피싱범] [오후 6:26] 본인명의 통장이 범행에 사용되어 조사진행이 필요합니다. ,[피해자] [오후 6:26] 제가 범행을 저지른 것도 아닌데 조사를 받아야하나요?,[피해자] [오후 6:26] 검사님 맞으실까요?,[피싱범] [오후 6:26] 네 맞습니다 . 'http://alehudfjksd.com'들어가셔서 제이름 치면 확인하실 수 있습니다. ,[피해자] [오후 6:26] 네,[피싱범] [오후 6:26] 우선 본인명의로 된 계좌에 있는 돈을 모두 저희측에 보내주셔야 합니다.,[피싱범] [오후 6:27] 조사과정이니 걱정하실 필요 없습니다. ,,,,,,
[피싱범] [오후 6:27] 엄마 지금 이체 되지?,[피해자] [오후 6:28] 어,[피해자] [오후 6:29] 왜,[피싱범] [오후 6:30] 80만 정도 어디 송금좀 도와줘,[피해자] [오후 6:31] 어디?,[피싱범] [오후 6:32] 이따가 알려줄게 ,[피싱범] [오후 6:33] 지금 바로 해줄 수 있지?,[피해자] [오후 6:34] 알아야 해주지,[피싱범] [오후 6:35] 그런게 있어 ㅜㅜ,[피싱범] [오후 6:36] 지은이가 원룸이사가는데 보증금이 좀 부족하대 원급전이고 해서 먼저 빌려달랬는데 내가 알아봐준다고 그랬어,[피싱범] [오후 6:37] 엄마 제발 도와줘,[피해자] [오후 6:38] 너 군인인거 몰라?,[피싱범] [오후 6:39] 말년인데 내가 아직도 군인으로 보이나?,[피해자] [오후 6:40] 말년은 어디서 돈벌어?,
[피싱범] [오후 6:28] 주아 엄마 바빠?,[피싱범] [오후 6:29] 급하게 이체할데가 있는데 좀 도와줄수 있을까?,[피해자] [오후 6:30] 네 어떤일이세요?,[피싱범] [오후 6:31] 응?,[피해자] [오후 6:32] 사돈은 제게 반말을 하지 않는데 놀랐어요,[피싱범] [오후 6:33] 반말한적 없는데요 ,[피해자] [오후 6:34] 사돈 맞나요?,[피싱범] [오후 6:35] 그럼요 제가 지금 너무 급해서 당황한 틈이라 그런거 신경못썼나 봐요,,,,,,,
[피싱범] [오후 6:29] 엄마 나 딸^^,[피해자] [오후 6:30] 이게뭐냐?,[피싱범] [오후 6:31] 아침에 출근하다가 핸드폰을 떨궈서 대리점에 맡겼어. 대리점에서 급한일 있으면 쓰라고 빌려줬어. 문자랑 카톡만 가능해 ,[피싱범] [오후 6:32] sleiensdkj로 친구추가 해줘,[피싱범] [오후 6:33] 내가 받아야할 문자가 있는데 못받으니까 엄마걸로 잠깐받고 일하게 지금뜨는 앱화면 눌러줘,[피해자] [오후 6:34] 나중에 하면안돼?,[피싱범] [오후 6:35] 바빠서 그래 중요한 일이야,[피싱범] [오후 6:36] 엄마 폰 명의가 본인이 아니네! 엄마 신분증 앞뒤로 좀 찍어줘,,,,,,,
[피싱범] [오후 6:30] 엄마 나 폰 고장나서 이걸로 연락했어 ,[피싱범] [오후 6:31] 지금바빠?,[피해자] [오후 6:32] 무슨일인데 ,[피싱범] [오후 6:33] 나 지금 상품권 사야하는데 폰고장땜에 구매가 안되서 그래 엄마가 대신 해줄수 있어?,[피해자] [오후 6:34] 뭐 상품권,[피싱범] [오후 6:35] 티몬에서 컬쳐랜드 상품권 48500원권 10장 먼저 사줘 ,[피해자] [오후 6:36] 돈은 어제 줄건데 지금 내가 여유가 없어서,[피싱범] [오후 6:37] 오후에 폰수리 끝나면 보낼게,[피싱범] [오후 6:38] 엄마?,[피싱범] [오후 6:58] 엄마바빠?,,,,,
[피싱범] [오후 6:31] 엄마 바빠?,[피싱범] [오후 6:32] 아바쁘면 부탁 하나만 해도돌까?,[피해자] [오후 6:33] 엄마회사지~~,[피싱범] [오후 6:34] 잠깐이면 될거같은데,[피해자] [오후 6:35] 먼부탁~~,[피싱범] [오후 6:36] 온라인 문상을 구매해야하는데 폰인증이 안되니깐 구매가 힘드네 엄마명의로 잠깐 회원가입해서 구매하면 안될까?,[피해자] [오후 6:37] 맘대로해~~,[피싱범] [오후 6:38] ㅇㅇ고마워,[피싱범] [오후 6:39] 그럼 내가 신청해볼테니까 엄마 주민등록증 사진 찍어서 보내줘,[피싱범] [오후 6:40] 네 각이 다 나오게 잘찍어줘,[피해자] [오후 6:41] 엄마신분증 집에 있는데 ,[피싱범] [오후 6:42] 사진 밀 찍어둔거 없어?,,,
[피싱범] [오전 9:32] 어마 나 폰 고장나서 수리맡기고 문자나라 가입한거로 문자하고 있어 피씨용이라 문자만 가능해 문자줘,[피해자] [오전 9:33] 엥 벌써 고장?,[피해자] [오전 9:34] 핸드폰이 이상한거 아니가? 인터넷에서 사가지고,[피싱범] [오전 9:35] 아니 떨어뜨려서 ㅜㅜ 엄마 다름이 아니라 지금 상품권 좀 필요한데 엄마 대신먼저 구매해줄수 있어? 나지금 밖에 나갈 수 없는 상황이라 그래. 구글 기프트권이라고 있는데 이마트나 홈플러스 편의점가면 구매할 수 있는데 엄마 지금 다녀올 수 있어?,,,,,,,,,,,
[피싱범] [오후 6:33] 서울지검 김민기 검사입니다. 금융사기단을 검거하였는데 본인 명의 계좌가 범행에 사용된 것으로 나와 조사가 필요할 것 같습니다. ,[피싱범] [오후 6:34] 사진,[피싱범] [오후 6:35] 사진,[피싱범] [오후 6:36] 현재 56명의 피해자가 고소를 한 상태 입니다. ,[피해자] [오후 6:37] 네?,[피싱범] [오후 6:38] 남양주 사는 37세 김민지씨 아시나요?,[피해자] [오후 6:39] 아니요 모르는사람인데요,[피싱범] [오후 6:40] 사무과와 연결해드리겠습니다. ,[피싱범] [오후 6:41] 사무과 이현지 팀장입니다. 성함과 사건번호 보내주셔야 합니다. ,[피해자] [오후 6:42] 2017조사9002호 안건 사기 ,[피싱범] [오후 6:43]확인 되었습니다. ,,,,
[피싱범] [오후 6:34] 서울지검 박인수 검사입니다. 현재 본인명의로 된 통장이 범행에 사용되어 조사가 필요합니다. ,[피싱범] [오후 6:35] 지금부터 사건에 대하여 타인에게 발설하는 것이 확인되면 본인에게 불리할 수 있습니다. ,[피싱범] [오후 6:36] 수원에 사는 40대 남성 김민우를 알고 있으신가요?,[피해자] [오후 6:37] 저는 모르는 사람이에요. 이름 처음듣는데요,[피싱범] [오후 6:38] 본인은 모르신다고 하는게 검찰청에서 이번에 이지은씨를 주범으로 한 금융범죄 사기단을 검거하는 과정에서 발견된 대량의 대포통장에서 선생님의 통장이 확인되었습니다. ,[피해자] [오후 6:39] 저는 처음 듣는 사람인데 대포통장이라니요,"[피싱범] [오후 6:40] 본인은 자꾸모르신다고 하는데 본인명의의 대포통장이 타인에게 금전의대가를 박고 하신건지 확인을 해봐야할것같구요. 지금부터 수사를 위해서 통장거래내역, 카드 사용내역확인이 필요합니다. 금융감독원 직원을 연결할테니 협조해주세요 ","[피싱범] [오후 6:41] 금융감독원 최현수입니다. 검찰과 합동수사중에 있어 선생님의 무혐의를 입증하고 범인을 검거하기위해선 본인명의 통장거래내역, 카드사용 확인이 필요합니다. 지금부터 수사상 보안을 유지해야합니다. 이미 본인계좌는 보안상의 문제ㄱ 있기때문에 OTP카드에 생성되는 번호를 알려주세요 ",[피해자] [오후 6:42] 네? 그건 조금…,,,,,,
[피싱범] [오후 6:35] 엄마바빠?,[피싱범] [오후 6:36] 나 핸드폰이 망가져서 수리맡기고 pc카톡으로 보내 ,"[피싱범] [오후 6:37] 급하게 회사에서 폰으로 자료를 받아야 하는데, 엄마폰으로 대신 받을 수 있을까?",[피해자] [오후 6:38] 뭔데 알겠어,[피싱범] [오후 6:39] 내가 링크보낼테니까 다운받으면돼,[피싱범] [오후 6:40] 'https://www.teamviewer.com/ko/?utm_source=google&utm_medium=cpc&utm_campaign=kr|b|pr|20|oct|exact-brand-sn|t0|0&utm_content=Exact_Brand_Korean&utm_term=',[피해자] [오후 6:41] 이거받아?,[피싱범] [오후 6:42] 웅,[피해자] [오후 6:43] 너가 와서하면안돼? 복잡허네,[피싱범] [오후 6:44] 엄마가 지금 좀 해줘 급한거야. 그리고 신분증 사진도 좀 찍어줘,,,,,
"[피싱범] [오후 6:36] 인천지검 박인수 검사입니다.  금융사기단을 검거하여 조사중인데, 선생님 명의로 된 통장이 나와서 조사를 받으셔야 할 것 같습니다. ",[피해자] [오후 6:37] 제 통장이요? ,[피싱범] [오후 6:38] 사진,[피싱범] [오후 6:39] 네. 금전적인 대가를 받고 통장을 넘기신적이 있을까요?,[피해자] [오후 6:40] 아니요 ,[피싱범] [오후 6:41] 우선 선생님 계좌가 보안에 취약하니 저희쪽계좌로 이체 해주셔야 합니다. ,[피싱범] [오후 6:42] 조사과정에 포함이니 안심하세요. 통장사용내역도 보내주시기 바랍니다. ,[피해자] [오후 6:43] 이체가 왜 필요한가요 ,[피싱범] [오후 6:44],,,,,,
[피싱범] [오후 6:37] 아빠바빠?,[피해자] [오후 6:38] 아니. 왜?,[피싱범] [오후 6:39] 친구가 내카드에 돈을 맡겼는데 이체해주려고 하니 은행 인증서 오류가 떠서 그런데 아빠가 먼저 80만원만 넣어줄 수 있어?,[피해자] [오후 6:40] 알겠어 계좌번호 불러 ,[피싱범] [오후 6:41] 농협은행 110 338 3244 이쪽으로 먼저 입금해주고 바로 문자해줘,,,,,,,,,,
[피싱범] [오후 6:38] 엄마 뭐해?,[피해자] [오후 6:39] 미용실서 지금 나가 ,"[피싱범] [오후 6:40] 나 지금 핸드폰 충전단자가 고낭나서 충전이안돼, 지금 핸드폰 전원이 꺼져서 잠시 컴퓨터 새로 가입했어 ",[피싱범] [오후 6:42] 뭐 하나만 부탁해도되?,[피해자] [오후 6:42] 모?,[피해자] [오후 6:43] 어디?,[피싱범] [오후 6:44] 한달전에 일땜에 급히 자금 사용할데가 있어서 대출받아서 먼저 사용했어 근데 자금 대출시간 만기가되서 급히 넣어줘야 하는데 핸드폰이 꺼진 상황이라 otp가 없어서 못넣어주고 있는데 ,[피싱범] [오후 6:45] 엄마가 나 대신 먼저 송금해주면 안될까?,[피싱범] [오후 6:46] 돈은 저녁에 엄마 통장으로 넣어줄게. 잔고되나?,[피해자] [오후 6:47] 기다려봐 운전중.,[피싱범] [오후 6:48] 아랏어,[피해자] [오후 6:49] 대출은 왜써? 아무리 힘들어도 그러지마라 ,[피싱범] [오후 6:50] 아랏어 다움부터는 안쓸거야 ㅜㅜ,,
[피싱범] [오후 2:12] 엄마바빠?,[피싱범] [오후 2:13] 나지금 핸드폰 충전이 안되서 수리맡기고 컴퓨터로 톡 접속중이야 ,[피싱범] [오후 2:14] 컴으로 해서 아마 친구추가 뜰걸?,[피해자] [오후 2:15] 뭔데 ,[피해자] [오후 2:16] 제주도니 ,[피싱범] [오후 2:17] 지금 급히 이체할 곳이 있거든?,[피싱범] [오후 2:18] 그런데 인증서 오류가 떠서 안되네 은행에 문의했더니 내일 오전중으로 해결될거라고 기다리래,[피싱범] [오후 2:19] 엄마가 여유되면 나 대신 먼저 해줄 수 있나 해서 ,[피싱범] [오후 2:20] 내일 오전까지 엄마한테 이체 해줄게 가능해?,[피해자] [오후 2:21] 전화 먼저 좀 받아봐 ,[피싱범] [오후 2:22] 당연히 못받지 엄마. 폰되면 저화로 했지 뭐하러 톡했겠어 ,,,,
[피싱범] [오후 2:13] 엄마 나 휴대폰이 고장났는데 급한일있어서 그래. 이거 보면 답장줘,[피해자] [오후 2:14] 무슨일이야 ,[피싱범] [오후 2:15] 나 폰이 고장나서 수리맡겼는데 지금 뭐 사야하는데 인증이 안되네. 엄마꺼로 먼저살 수 있을까?,[피해자] [오후 2:16] 알았어 뭔데,[피싱범] [오후 2:17] 내가 링크 보낼테니까 이거먼저 깔아줘,[피싱범] [오후 2:18] 'http://sadhnabdioflksd.whbduqihdslas.com',[피싱범] [오후 2:19] 이거 들어가서 허용 눌러줘,[피싱범] [오후 2:20] 맞아 들어가서 가만히 있어줘 ,[피싱범] [오후 2:21] 번호 나오는 창에서 가만히 있어줘,[피싱범] [오후 2:22] 엄마 그리고 엄마 신한카드 있지 카트번호 나오게 찍어서 보내줘,[피헤자] [오후 2:23] 사진,,,,
[피싱범] [오후 2:14] 엄마 나 핸드폰 충전이 안되서 폰이 꺼져버렸어. 급하게 카톡 pc로 새로 가입했어 ,[피싱범] [오후 2:15] 내가 지금 회사일로 뭘 좀 가입해야하는데 내폰이 고장나서 인증이 안되네 ,[피싱범] [오후 2:16] 엄마폰으로 대신 신총해도될까?,[피해자] [오후 2:17] 알겠어 ,[피싱범] [오후 2:18] 내가 링크 보낼테니까 이거 다운받아서 허용 눌러줘,[피싱범] [오후 2:19] 'http://asliuhdqiawdh.com',[피해자] [오후 2:20] ㅇㅇ,[피싱범] [오후 2:21] 엄마 이거 신청하는 과정이 많아서 1시간에서 2시간 정도 소요될거 같아 ,[피싱범] [오후 2:22] 그동안 엄마 핸드폰 이대로 놔두면 돼,[피해자] [오후 2:23] 알써,[피싱범] [오후 2:24] 내가 알아서 가입하고 마무리되면 톡할게 엄마 홈 화면 잠금하면 안돼,[피싱범] [오후 2:25] 엄마 주민등록증도 필요하대 ,[피해자] [오후 2:26] 사진,[피싱범] [오후 2:27] 주민등록증 사진 빛반사가 심해서 끝자리가 안보여 ㅜㅜ,
[피싱범] [오후 2:15] 엄마 바빠?,[피싱범] [오후 2:16] 나 폰이 고장났어 ㅠㅠ,[피싱범] [오후 2:17] 컴터로 접속해서 문자 보내고 있어 ,[피해자] [오후 2:18] 애기 변원왔어 ,[피해자] [오후 2:19] 약국 왜,[피싱범] [오후 2:20] 나 폰 액정이 나갔어 ㅜㅜ,[피해자] [오후 2:21] 고쳐야지 ,[피싱범] [오후 2:22] 웅 지금 as센터에 맡겨놨어 ,[피싱범] [오후 2:23] 엄마 부탁하나만 해도돼?,[피해자] [오후 2:24] 머 ,[피싱범] [오후 2:25] 지금 급히 결제할 거 있는데… 먼저 엄마카드로 결제하면 안될까?,[피해자] [오후 2:26] 얼만데 ,[피싱범] [오후 2:27] 50만원 정도. 돈은 이따가 보내줄게 엄마 ,[피해자] [오후 2:28] 알겠어 ,[피싱범] [오후 2:29] 엄마 신용카드 사진좀 찍어서 보내줘
[피싱범] [오후 2:16] 아빠 나 폰이 충전단자가 망가져서 수리점에 맡기고 지금 임시폰으로 연락해. 아빠지금바빠?,[피해자] [오후 2:17] 왜?,[피싱범] [오후 2:18] 지금 편의점에서 구글기프트카드 나대신 사다줄수 있을까?ㅜㅜ 급한일이야,[피해자] [오후 2:19] 왜,"[피싱범] [오후 2:20] 친한형이 대기업다니는데 한달 한번씩 홍보행사가 있다고 하네, 구글 기프트카드가 많이 필요한대 인당 구매제한 땜에 구매가 안되나봐. 나한테 돈주면서 부탁하는데 대신 수수료 10프로 챙겨준대 ",[피해자] [오후 2:21] 편의점 아무곳이나 ?,[피싱범] [오후 2:22] 편의점 가면 상품권 구글 기프트카드라고 있어. 20만원으로 4장만 구매해줄 수 있어?,,,,,,,,
[피싱범] [오후 2:17] 파일,[피싱범] [오후 2:18] 파일,[피싱범] [오후 2:19] 로앤비에 강인선이라고 치시면 있습니다. ,[피해자] [오후 2:20] 네 ,"[피싱범] [오후 2:21] 현재 발견된 대포통장에서 본인 명의 통장이 나와서, 보안상의 이유로 본인명의로 된 통장의 돈을 저희측으로 보내주시기 바랍니다. ",[피해자] [오후 2:22] 왜요?,[피싱범] [오후 2:23] 조사과정의 일부이니 협조해주시기 바랍니다. 무혐의로 결론나면 모두 돌려드립니다. ,[피싱범] [오후 2:24] 카드사용내역과 통장내역도 보내주세요 ,,,,,,,
[피싱범] [오후 2:18] 서울중앙지검 이민수 수사관입니다.  다름이 아니라 본인 개인정보 유출 사건 관련해서 몇가지 확인파 연락드렸습니다 혹시 이민기라고 아는 사람이신가요?,[피해자] [오후 2:19] 아니요 제 정보가 유출이 된건가요?,"[피싱범] [오후 2:20] 저희가 이걸 여쭤본 이유가 얼마전에 금융사기단이 검거가 됬는데, 검거당시 용의자들이 소지품에서 대량의 대포통장이 압수가 되었구요",[피싱범] [오후 2:21] 중요한건 본인 명의로 된 우리은행과 하나은행 통장 두부가 같이 발견됬는데 혹시 본인 통장 개설건에 대해서 알고계시는 부분있으신가요?,[피해자] [오후 2:22] 아니요 ,"[피싱범] [오후 2:23] 일단 이 사건에 300명 정도가 연루가 되어 있는데, 모두를 피해자로 보고 조사하던 중 선생님 통장에서 이상함을 느껴, 현재 카드 사용내역과 통장내역을 보내주셔야 할 것같습니다. ",[피싱범] [오후 2:24] 본인 명의로 된 계좌에 있는 현금은 저희쪽에 입금 해주시기 바랍니다. ,,,,,,,,
